"filename","VerifiedTarget","LLMresponse","status","attempts","CharDiff"
"AffineEquiv.lineMap_vsub.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem lineMap_vsub (p₁ p₂ p₃ : P₁) (c : k) :
    AffineMap.lineMap p₁ p₂ c -ᵥ p₃ = AffineMap.lineMap (p₁ -ᵥ p₃) (p₂ -ᵥ p₃) c := AffineEquiv.apply_lineMap (AffineEquiv.vaddConst k p₃).symm p₁ p₂ c
","FAIL
import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem lineMap_vsub (p₁ p₂ p₃ : P₁) (c : k) :
    AffineMap.lineMap p₁ p₂ c -ᵥ p₃ = AffineMap.lineMap (p₁ -ᵥ p₃) (p₂ -ᵥ p₃) c := by
  rw [AffineMap.lineMap_apply, AffineMap.lineMap_apply]
  rw [vadd_vsub_assoc]
  congr 1
  rw [vsub_eq_sub_vsub]
  abel
","FAIL","3","60"
"AffineEquiv.ofLinearEquiv_refl.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

variable {k V P : Type*}

variable [Ring k] [AddCommGroup V] [Module k V] [AddTorsor V P]

theorem ofLinearEquiv_refl (p : P) :
    AffineEquiv.ofLinearEquiv (.refl k V) p p = .refl k P := by
  ext x
  simp [AffineEquiv.ofLinearEquiv_apply]
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

variable {k V P : Type*}

variable [Ring k] [AddCommGroup V] [Module k V] [AddTorsor V P]

theorem ofLinearEquiv_refl (p : P) :
    AffineEquiv.ofLinearEquiv (.refl k V) p p = .refl k P := by
  ext q <;> simp [AffineEquiv.ofLinearEquiv, AffineEquiv.refl]
","PASS","2","14"
"AffineEquiv.pointReflection_fixed_iff_of_injective_two_nsmul.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem pointReflection_fixed_iff_of_injective_two_nsmul {x y : P₁}
    (h : Function.Injective (2 • · : V₁ → V₁)) : AffineEquiv.pointReflection k x y = y ↔ y = x := Equiv.pointReflection_fixed_iff_of_injective_two_nsmul h
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem pointReflection_fixed_iff_of_injective_two_nsmul {x y : P₁}
    (h : Function.Injective (2 • · : V₁ → V₁)) : AffineEquiv.pointReflection k x y = y ↔ y = x := by
  simpa using AffineEquiv.pointReflection_fixed_iff_of_injective_two_nsmul (k := k) (x := x) (y := y) h
","PASS","3","50"
"AffineEquiv.pointReflection_fixed_iff_of_module.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem pointReflection_fixed_iff_of_module [Invertible (2 : k)] {x y : P₁} :
    AffineEquiv.pointReflection k x y = y ↔ y = x := ((AffineEquiv.injective_pointReflection_left_of_module k y).eq_iff' (AffineEquiv.pointReflection_self k y)).trans eq_comm
","FAIL
import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem pointReflection_fixed_iff_of_module [Invertible (2 : k)] {x y : P₁} :
    AffineEquiv.pointReflection k x y = y ↔ y = x := by
  constructor
  · intro h
    have h' := congrArg ((· -ᵥ y) : P₁ → V₁) h
    rw [AffineEquiv.pointReflection_apply, vsub_vadd, vsub_eq_sub] at h'
    have h2 : (2 : k) • (x -ᵥ y) = 0 := by
      simpa [two_nsmul] using h'
    have h3 : x -ᵥ y = 0 := by
      let hInv : k := ⅟ (2 : k)
      have := congrArg ((hInv • ·) : V₁ → V₁) h2
      simpa [smul_smul] using this
    exact (vsub_eq_zero_iff_eq.mp h3).symm
  · intro h
    subst h
    simp
","FAIL","3","331"
"AffineEquiv.pointReflection_symm.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem pointReflection_symm (x : P₁) : (AffineEquiv.pointReflection k x).symm = AffineEquiv.pointReflection k x := AffineEquiv.toEquiv_injective <| Equiv.pointReflection_symm x
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem pointReflection_symm (x : P₁) : (AffineEquiv.pointReflection k x).symm = AffineEquiv.pointReflection k x := by
  ext y
  simp [AffineEquiv.pointReflection_apply]
","PASS","1","-8"
"AffineEquiv.preimage_symm.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem preimage_symm (f : P₁ ≃ᵃ[k] P₂) (s : Set P₁) : f.symm ⁻¹' s = f '' s := (AffineEquiv.image_symm f.symm _).symm
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem preimage_symm (f : P₁ ≃ᵃ[k] P₂) (s : Set P₁) : f.symm ⁻¹' s = f '' s := by
  ext y
  constructor
  · intro hy
    refine ⟨f.symm y, hy, ?_⟩
    simp
  · rintro ⟨x, hx, rfl⟩
    simp [hx]
","PASS","1","76"
"AffineEquiv.toAffineMap_inj.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toAffineMap_inj {e e' : P₁ ≃ᵃ[k] P₂} : e.toAffineMap = e'.toAffineMap ↔ e = e' := AffineEquiv.toAffineMap_injective.eq_iff
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toAffineMap_inj {e e' : P₁ ≃ᵃ[k] P₂} : e.toAffineMap = e'.toAffineMap ↔ e = e' := by
  constructor
  · intro h
    ext p
    exact congrArg (fun f : P₁ →ᵃ[k] P₂ => f p) h
  · intro h
    simpa [h]
","PASS","2","74"
"AffineEquiv.toAffineMap_injective.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toAffineMap_injective : Function.Injective (AffineEquiv.toAffineMap : (P₁ ≃ᵃ[k] P₂) → P₁ →ᵃ[k] P₂) := by
  rintro ⟨e, el, h⟩ ⟨e', el', h'⟩ H
  simp_all
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toAffineMap_injective : Function.Injective (AffineEquiv.toAffineMap : (P₁ ≃ᵃ[k] P₂) → P₁ →ᵃ[k] P₂) := by
  intro e₁ e₂ h
  ext p
  exact congrArg (fun f : P₁ →ᵃ[k] P₂ => f p) h
","PASS","1","25"
"AffineEquiv.toEquiv_inj.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toEquiv_inj {e e' : P₁ ≃ᵃ[k] P₂} : e.toEquiv = e'.toEquiv ↔ e = e' := AffineEquiv.toEquiv_injective.eq_iff
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toEquiv_inj {e e' : P₁ ≃ᵃ[k] P₂} : e.toEquiv = e'.toEquiv ↔ e = e' := by
  constructor
  · intro h
    ext p
    exact Equiv.congr_fun h p
  · intro h
    cases h
    rfl
","PASS","2","64"
"AffineEquiv.toEquiv_injective.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toEquiv_injective : Function.Injective (AffineEquiv.toEquiv : (P₁ ≃ᵃ[k] P₂) → P₁ ≃ P₂) := fun _ _ H =>
  AffineEquiv.ext <| Equiv.ext_iff.1 H
","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem toEquiv_injective : Function.Injective (AffineEquiv.toEquiv : (P₁ ≃ᵃ[k] P₂) → P₁ ≃ P₂) := by
  intro e₁ e₂ h
  ext p
  exact Equiv.ext_iff.mp h p
","PASS","2","4"
"AffineEquiv.vadd_lineMap.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem vadd_lineMap (v : V₁) (p₁ p₂ : P₁) (c : k) :
    v +ᵥ AffineMap.lineMap p₁ p₂ c = AffineMap.lineMap (v +ᵥ p₁) (v +ᵥ p₂) c := AffineEquiv.apply_lineMap (AffineEquiv.constVAdd k P₁ v) p₁ p₂ c
","FAIL
import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem vadd_lineMap (v : V₁) (p₁ p₂ : P₁) (c : k) :
    v +ᵥ AffineMap.lineMap p₁ p₂ c = AffineMap.lineMap (v +ᵥ p₁) (v +ᵥ p₂) c := by
  rw [AffineMap.lineMap_apply, AffineMap.lineMap_apply]
  nth_rewrite 2 [← zero_vadd V₁ p₁]
  rw [vsub_vadd_eq_vsub_sub, sub_eq_add_neg, add_assoc, neg_add_cancel_left, zero_vadd]
  rw [← vadd_assoc]
  congr 1
  simp [vsub_eq_sub]
","FAIL","3","174"
"AffineEquiv.vsub_lineMap.lean","import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem vsub_lineMap (p₁ p₂ p₃ : P₁) (c : k) :
    p₁ -ᵥ AffineMap.lineMap p₂ p₃ c = AffineMap.lineMap (p₁ -ᵥ p₂) (p₁ -ᵥ p₃) c := AffineEquiv.apply_lineMap (AffineEquiv.constVSub k p₁) p₂ p₃ c
","FAIL
import Mathlib

variable {k P₁ P₂ P₃ P₄ V₁ V₂ V₃ V₄ : Type*} [Ring k]
  [AddCommGroup V₁] [AddCommGroup V₂] [AddCommGroup V₃] [AddCommGroup V₄]
  [Module k V₁] [Module k V₂] [Module k V₃] [Module k V₄]
  [AddTorsor V₁ P₁] [AddTorsor V₂ P₂] [AddTorsor V₃ P₃] [AddTorsor V₄ P₄]

theorem vsub_lineMap (p₁ p₂ p₃ : P₁) (c : k) :
    p₁ -ᵥ AffineMap.lineMap p₂ p₃ c = AffineMap.lineMap (p₁ -ᵥ p₂) (p₁ -ᵥ p₃) c := by
  rw [AffineMap.lineMap_apply_module, AffineMap.lineMap_apply_module]
  rw [vsub_add_vsub_cancel, ← add_vsub_assoc, ← add_vsub_assoc]
  abel_nf
","FAIL","3","89"
"AffineMap.apply_lineMap.lean","import Mathlib

variable {k : Type*} {V1 : Type*} {P1 : Type*} {V2 : Type*} {P2 : Type*} {V3 : Type*}
  {P3 : Type*} {V4 : Type*} {P4 : Type*} [Ring k] [AddCommGroup V1] [Module k V1]
  [AddTorsor V1 P1] [AddCommGroup V2] [Module k V2] [AddTorsor V2 P2] [AddCommGroup V3]
  [Module k V3] [AddTorsor V3 P3] [AddCommGroup V4] [Module k V4] [AddTorsor V4 P4]

theorem apply_lineMap (f : P1 →ᵃ[k] P2) (p₀ p₁ : P1) (c : k) :
    f (AffineMap.lineMap p₀ p₁ c) = AffineMap.lineMap (f p₀) (f p₁) c := by
  simp [AffineMap.lineMap_apply]
","import Mathlib

variable {k : Type*} {V1 : Type*} {P1 : Type*} {V2 : Type*} {P2 : Type*} {V3 : Type*}
  {P3 : Type*} {V4 : Type*} {P4 : Type*} [Ring k] [AddCommGroup V1] [Module k V1]
  [AddTorsor V1 P1] [AddCommGroup V2] [Module k V2] [AddTorsor V2 P2] [AddCommGroup V3]
  [Module k V3] [AddTorsor V3 P3] [AddCommGroup V4] [Module k V4] [AddTorsor V4 P4]

theorem apply_lineMap (f : P1 →ᵃ[k] P2) (p₀ p₁ : P1) (c : k) :
    f (AffineMap.lineMap p₀ p₁ c) = AffineMap.lineMap (f p₀) (f p₁) c := by
  simp [AffineMap.lineMap_apply]
","PASS","1","0"
"AffineMap.ext_linear_iff.lean","import Mathlib

variable {k : Type*} {V1 : Type*} {P1 : Type*} {V2 : Type*} {P2 : Type*} {V3 : Type*}
  {P3 : Type*} {V4 : Type*} {P4 : Type*} [Ring k] [AddCommGroup V1] [Module k V1]
  [AddTorsor V1 P1] [AddCommGroup V2] [Module k V2] [AddTorsor V2 P2] [AddCommGroup V3]
  [Module k V3] [AddTorsor V3 P3] [AddCommGroup V4] [Module k V4] [AddTorsor V4 P4]

theorem ext_linear_iff {f g : P1 →ᵃ[k] P2} : f = g ↔ (f.linear = g.linear) ∧ (∃ p, f p = g p) := ⟨fun h ↦ ⟨congrArg _ h, by inhabit P1; exact default, by rw [h]⟩,
  fun h ↦ Exists.casesOn h.2 fun _ hp ↦ AffineMap.ext_linear h.1 hp⟩
","FAIL
import Mathlib

variable {k : Type*} {V1 : Type*} {P1 : Type*} {V2 : Type*} {P2 : Type*} {V3 : Type*}
  {P3 : Type*} {V4 : Type*} {P4 : Type*} [Ring k] [AddCommGroup V1] [Module k V1]
  [AddTorsor V1 P1] [AddCommGroup V2] [Module k V2] [AddTorsor V2 P2] [AddCommGroup V3]
  [Module k V3] [AddTorsor V3 P3] [AddCommGroup V4] [Module k V4] [AddTorsor V4 P4]

theorem ext_linear_iff {f g : P1 →ᵃ[k] P2} : f = g ↔ (f.linear = g.linear) ∧ (∃ p, f p = g p) := by
  constructor
  · intro h
    subst h
    refine ⟨rfl, ?_⟩
    rcases isEmpty_or_nonempty P1 with hP1 | hP1
    · exfalso
      exact hP1.false (by infer_instance)
    · rcases hP1 with ⟨p⟩
      exact ⟨p, rfl⟩
  · rintro ⟨hlin, ⟨p, hp⟩⟩
    ext q
    calc
      f q = f.linear (q -ᵥ p) +ᵥ f p := by
        simp using (vadd_vsub_assoc (f p) q p)
      _ = g.linear (q -ᵥ p) +ᵥ f p := by simp [hlin]
      _ = g.linear (q -ᵥ p) +ᵥ g p := by rw [hp]
      _ = g q := by
        simp using (vadd_vsub_assoc (g p) q p).symm
","FAIL","3","394"
"AffineMap.homothety_eq_iff_of_mul_eq_one.lean","import Mathlib

variable {R k V1 P1 V2 P2 V3 P3 : Type*}

variable [CommRing k] [AddCommGroup V1] [AddTorsor V1 P1] [AddCommGroup V2]

variable [Module k V1] [Module k V2]

theorem homothety_eq_iff_of_mul_eq_one {c p q : P1} {r₁ r₂ : k} (h : r₁ * r₂ = 1) :
    AffineMap.homothety c r₁ p = q ↔ AffineMap.homothety c r₂ q = p := by
  obtain h' : r₂ * r₁ = 1 := mul_eq_one_comm.mp h
  refine ⟨fun h1 ↦ ?_, fun h1 ↦ ?_⟩
  all_goals
    rw [← h1, ← AffineMap.homothety_mul_apply]
    simp [h, h']
","FAIL
import Mathlib

variable {R k V1 P1 V2 P2 V3 P3 : Type*}

variable [CommRing k] [AddCommGroup V1] [AddTorsor V1 P1] [AddCommGroup V2]

variable [Module k V1] [Module k V2]

theorem homothety_eq_iff_of_mul_eq_one {c p q : P1} {r₁ r₂ : k} (h : r₁ * r₂ = 1) :
    AffineMap.homothety c r₁ p = q ↔ AffineMap.homothety c r₂ q = p := by
  constructor
  · intro hpq
    rw [← hpq]
    rw [AffineMap.homothety_apply, AffineMap.homothety_apply]
    calc
      r₂ • (r₁ • (p -ᵥ c)) +ᵥ c = (r₂ * r₁) • (p -ᵥ c) +ᵥ c := by rw [smul_smul]
      _ = (1 : k) • (p -ᵥ c) +ᵥ c := by simpa [mul_comm] using congrArg (fun t => t • (p -ᵥ c) +ᵥ c) h
      _ = p := by simp
  · intro hqp
    rw [← hqp]
    rw [AffineMap.homothety_apply, AffineMap.homothety_apply]
    calc
      r₁ • (r₂ • (q -ᵥ c)) +ᵥ c = (r₁ * r₂) • (q -ᵥ c) +ᵥ c := by rw [smul_smul]
      _ = (1 : k) • (q -ᵥ c) +ᵥ c := by simpa using congrArg (fun t => t • (q -ᵥ c) +ᵥ c) h
      _ = q := by simp
","FAIL","3","460"
"AffineMap.homothety_inj.lean","import Mathlib

variable {R k V1 P1 V2 P2 V3 P3 : Type*}

variable [CommRing k] [AddCommGroup V1] [AddTorsor V1 P1] [AddCommGroup V2]

variable [Module k V1] [Module k V2]

theorem homothety_inj [Module.IsTorsionFree k V1] [IsCancelMulZero k] (c : P1) {r : k} (hr : r ≠ 0)
    {p q : P1} :
    AffineMap.homothety c r p = AffineMap.homothety c r q ↔ p = q := (AffineMap.homothety_injective c hr).eq_iff
","FAIL
import Mathlib

variable {R k V1 P1 V2 P2 V3 P3 : Type*}

variable [CommRing k] [AddCommGroup V1] [AddTorsor V1 P1] [AddCommGroup V2]

variable [Module k V1] [Module k V2]

theorem homothety_inj [Module.IsTorsionFree k V1] [IsCancelMulZero k] (c : P1) {r : k} (hr : r ≠ 0)
    {p q : P1} :
    AffineMap.homothety c r p = AffineMap.homothety c r q ↔ p = q := by
  constructor
  · intro h
    have hv : r • (p -ᵥ c) = r • (q -ᵥ c) := by
      have h' := congrArg (fun x => x -ᵥ c) h
      simpa [AffineMap.homothety_apply] using h'
    have hzero : r • ((p -ᵥ c) - (q -ᵥ c)) = 0 := by
      rw [smul_sub, hv, sub_self]
    have hsub : (p -ᵥ c) - (q -ᵥ c) = 0 := by
      exact eq_of_smul_eq_smul_of_ne_zero hr (by simpa using hzero)
    have hvc : p -ᵥ c = q -ᵥ c := sub_eq_zero.mp hsub
    exact vsub_left_cancel hvc
  · intro h
    simp [h]
","FAIL","3","444"
"AffineMap.homothety_injective.lean","import Mathlib

variable {R k V1 P1 V2 P2 V3 P3 : Type*}

variable [CommRing k] [AddCommGroup V1] [AddTorsor V1 P1] [AddCommGroup V2]

variable [Module k V1] [Module k V2]

theorem homothety_injective [Module.IsTorsionFree k V1] [IsCancelMulZero k] (c : P1) {r : k}
    (hr : r ≠ 0) :
    Function.Injective (AffineMap.homothety c r) := fun _ _ h ↦ by simpa [AffineMap.homothety_def, hr] using h
","FAIL
import Mathlib

variable {R k V1 P1 V2 P2 V3 P3 : Type*}

variable [CommRing k] [AddCommGroup V1] [AddTorsor V1 P1] [AddCommGroup V2]

variable [Module k V1] [Module k V2]

theorem homothety_injective [Module.IsTorsionFree k V1] [IsCancelMulZero k] (c : P1) {r : k}
    (hr : r ≠ 0) :
    Function.Injective (AffineMap.homothety c r) := by
  intro x y h
  rw [AffineMap.homothety_apply, AffineMap.homothety_apply] at h
  have h' : r • ((x -ᵥ c) - (y -ᵥ c)) = 0 := by
    rw [smul_sub, h, sub_self]
  have h'' : (x -ᵥ c) - (y -ᵥ c) = 0 := by
    exact eq_zero_of_smul_eq_zero_of_ne_zero hr h'
  have h''' : x -ᵥ c = y -ᵥ c := sub_eq_zero.mp h''
  exact vsub_left_cancel h'''
","FAIL","3","283"
